DEMO_age,DEMO_gender,DEMO_identity_indigenous,DEMO_identity_lgbtq,LONELY_ucla_loneliness_scale_score
NA,NA,NA,NA,4
62,Woman,Not Selected,Not Selected,3
NA,NA,NA,NA,6
40,Woman,Not Selected,Not Selected,6
NA,NA,NA,NA,6
62,Woman,NA,Not Selected,NA
61,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
42,Man,Not Selected,Not Selected,7
42,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
26,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,NA,NA,NA,4
28,Woman,Presented but no response,Not Selected,6
NA,NA,NA,NA,6
NA,NA,NA,NA,6
79,NA,NA,NA,NA
46,NA,NA,NA,NA
24,NA,NA,NA,NA
30,Man,NA,Not Selected,NA
33,Man,NA,Not Selected,NA
84,Presented but no response,NA,NA,NA
31,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
29,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
43,Man,NA,Not Selected,NA
51,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
79,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
65,NA,NA,NA,NA
34,Man,Not Selected,Not Selected,6
69,Woman,NA,Not Selected,NA
47,Woman,NA,Not Selected,NA
44,Woman,Not Selected,Not Selected,5
33,Woman,NA,Not Selected,NA
58,Woman,NA,Not Selected,NA
32,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
77,Woman,NA,Not Selected,NA
NA,NA,NA,NA,NA
67,Woman,NA,Not Selected,NA
26,Man,Not Selected,Not Selected,NA
70,Woman,NA,Not Selected,NA
44,Woman,Not Selected,Not Selected,7
79,Woman,NA,Not Selected,NA
53,Woman,NA,Not Selected,NA
62,Woman,NA,Not Selected,NA
20,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
62,NA,NA,NA,NA
74,Woman,NA,Not Selected,NA
67,NA,NA,NA,NA
42,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
28,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
55,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
71,Woman,Not Selected,Not Selected,7
26,Woman,Not Selected,Not Selected,NA
39,Man,NA,Not Selected,NA
25,Woman,NA,Not Selected,NA
56,Woman,Not Selected,Not Selected,4
37,NA,NA,NA,NA
22,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
92,Man,NA,Not Selected,NA
42,Woman,NA,Not Selected,NA
NA,NA,NA,NA,NA
28,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
30,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
38,NA,NA,NA,NA
40,Woman,NA,Not Selected,NA
53,NA,NA,NA,NA
25,Woman,Not Selected,Not Selected,8
32,Woman,Not Selected,Not Selected,9
64,NA,NA,NA,NA
36,Woman,Not Selected,Not Selected,NA
39,Man,NA,Not Selected,NA
75,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
74,Woman,NA,Not Selected,NA
NA,Man,Presented but no response,"Sexual or gender minorities (e.g., LGBTQ2+)",5
36,Woman,Not Selected,Not Selected,NA
21,Woman,NA,Not Selected,NA
47,Woman,NA,Not Selected,NA
31,NA,NA,NA,NA
NA,NA,NA,NA,NA
25,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
NA,NA,NA,NA,5
NA,NA,NA,NA,6
25,Man,Not Selected,Not Selected,3
75,Woman,Not Selected,Not Selected,3
62,NA,NA,NA,NA
59,NA,NA,NA,NA
16,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,9
54,Man,NA,Not Selected,NA
20,NA,NA,NA,NA
NA,NA,NA,NA,NA
64,Woman,NA,Not Selected,NA
NA,NA,NA,NA,6
NA,NA,NA,NA,6
50,Man,NA,Not Selected,NA
36,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
NA,NA,NA,NA,NA
66,Woman,NA,Not Selected,NA
39,NA,NA,NA,NA
36,Woman,NA,Not Selected,NA
29,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
56,NA,NA,NA,NA
54,Woman,NA,Not Selected,NA
30,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
69,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
69,Woman,NA,Not Selected,NA
26,Man,Not Selected,Not Selected,5
35,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9
36,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
74,Man,Not Selected,Not Selected,8
26,Woman,NA,Not Selected,NA
30,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
73,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
NA,NA,NA,NA,3
NA,NA,NA,NA,3
NA,NA,NA,NA,NA
63,Woman,NA,Not Selected,NA
27,NA,NA,NA,NA
23,Presented but no response,NA,NA,NA
42,Woman,NA,Not Selected,NA
58,Woman,Not Selected,Not Selected,6
28,Man,Not Selected,Not Selected,3
55,Man,Not Selected,Not Selected,9
29,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
23,Woman,Not Selected,Not Selected,7
41,NA,NA,NA,NA
58,NA,NA,NA,NA
53,Woman,Not Selected,Not Selected,4
67,Woman,Not Selected,Not Selected,NA
33,Man,Not Selected,Not Selected,NA
32,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
45,Man,Not Selected,Not Selected,4
53,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
71,Woman,NA,Not Selected,NA
24,Woman,NA,Not Selected,NA
42,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
27,NA,NA,NA,NA
50,Woman,Not Selected,Not Selected,5
47,Woman,Not Selected,Not Selected,8
32,Man,Not Selected,Not Selected,NA
23,Woman,NA,Not Selected,NA
66,Woman,Not Selected,Not Selected,7
65,Man,NA,Not Selected,NA
69,Woman,NA,Not Selected,NA
63,Woman,NA,Not Selected,NA
51,Man,NA,Not Selected,NA
53,NA,NA,NA,NA
33,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
41,NA,NA,NA,NA
NA,NA,NA,NA,NA
47,NA,NA,NA,NA
51,NA,NA,NA,NA
62,Woman,NA,Not Selected,NA
72,Man,NA,Not Selected,NA
61,Woman,NA,Not Selected,NA
74,NA,NA,NA,NA
73,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
52,Woman,NA,Not Selected,NA
19,NA,NA,NA,NA
30,Woman,Not Selected,Not Selected,NA
60,NA,NA,NA,NA
NA,NA,NA,NA,5
26,Man,Not Selected,Not Selected,3
41,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
25,Woman,NA,Not Selected,NA
51,Woman,NA,Not Selected,NA
61,Woman,NA,Not Selected,NA
31,Man,Not Selected,Not Selected,NA
26,Man,NA,Not Selected,NA
32,Woman,NA,Not Selected,NA
53,NA,NA,NA,NA
18,Man,NA,Not Selected,NA
61,Woman,NA,Not Selected,NA
55,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
59,Woman,Not Selected,Not Selected,7
NA,NA,NA,NA,5
68,NA,NA,NA,NA
31,Woman,Not Selected,Not Selected,3
65,Woman,NA,Not Selected,NA
43,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
25,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
62,Man,NA,Not Selected,NA
67,Man,Not Selected,Not Selected,NA
64,Woman,NA,Not Selected,NA
36,Woman,Not Selected,Not Selected,8
80,NA,NA,NA,NA
64,NA,NA,NA,NA
32,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
33,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
32,NA,NA,NA,NA
NA,NA,NA,NA,NA
22,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
44,Woman,NA,Not Selected,NA
28,Man,Not Selected,Not Selected,6
36,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
50,Woman,NA,Not Selected,NA
22,Man,Not Selected,Not Selected,7
35,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
52,Woman,NA,Not Selected,NA
66,NA,NA,NA,NA
26,Woman,Not Selected,Not Selected,5
75,Woman,NA,Not Selected,NA
76,Man,Not Selected,Not Selected,9
58,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
23,Man,Not Selected,Not Selected,NA
38,Woman,NA,Not Selected,NA
33,Woman,NA,Not Selected,NA
29,Man,NA,Not Selected,NA
47,NA,NA,NA,NA
35,Man,Not Selected,Not Selected,6
17,NA,NA,NA,NA
34,NA,NA,NA,NA
28,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
56,Woman,Not Selected,Not Selected,NA
34,Man,Not Selected,Not Selected,4
33,NA,NA,NA,NA
47,Woman,NA,Not Selected,NA
65,NA,NA,NA,NA
60,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
59,NA,NA,NA,NA
32,Woman,NA,Not Selected,NA
56,Woman,Presented but no response,Presented but no response,5
62,Woman,Presented but no response,Not Selected,3
73,Man,NA,Not Selected,NA
26,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",3
NA,NA,NA,NA,3
NA,NA,NA,NA,3
64,Man,Not Selected,Not Selected,3
50,Man,Not Selected,Not Selected,7
50,Man,Not Selected,Not Selected,7
40,Woman,Not Selected,Not Selected,8
21,Woman,NA,Not Selected,NA
67,Woman,NA,Not Selected,NA
69,Woman,NA,Not Selected,NA
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
39,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
64,Woman,NA,Not Selected,NA
62,Man,NA,Not Selected,NA
43,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
26,Man,Not Selected,Not Selected,9
46,NA,NA,NA,NA
82,NA,NA,NA,NA
34,NA,NA,NA,NA
32,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
61,NA,NA,NA,NA
71,Woman,Not Selected,Not Selected,5
20,Woman,NA,Not Selected,NA
57,Woman,NA,Not Selected,NA
51,Man,NA,Not Selected,NA
30,Man,NA,Not Selected,NA
21,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
34,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
43,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
30,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
26,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
52,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
34,Woman,NA,Not Selected,NA
46,Man,NA,Not Selected,NA
55,NA,NA,NA,NA
38,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
64,NA,NA,NA,NA
23,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
30,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
39,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
36,Woman,NA,Not Selected,NA
54,Woman,Not Selected,Not Selected,6
63,Woman,NA,Not Selected,NA
67,Woman,NA,Not Selected,NA
30,Woman,Not Selected,Not Selected,5
47,Woman,NA,Not Selected,NA
81,NA,NA,NA,NA
53,NA,NA,NA,NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
63,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
60,NA,NA,NA,NA
NA,Non-binary,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
42,Woman,Not Selected,Not Selected,7
66,Woman,NA,Not Selected,NA
61,NA,NA,NA,NA
82,NA,NA,NA,NA
26,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
51,NA,NA,NA,NA
57,Woman,NA,Not Selected,NA
57,Woman,Not Selected,Not Selected,3
18,Woman,NA,Not Selected,NA
74,Woman,Not Selected,Not Selected,4
66,Woman,NA,Not Selected,NA
31,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
57,Woman,NA,Not Selected,NA
58,NA,NA,NA,NA
27,Man,NA,Not Selected,NA
28,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
NA,NA,NA,NA,NA
59,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
74,Woman,NA,Not Selected,NA
74,NA,NA,NA,NA
35,Man,Not Selected,Not Selected,NA
21,NA,NA,NA,NA
77,Woman,NA,Not Selected,NA
46,Woman,NA,Not Selected,NA
26,NA,NA,NA,NA
75,NA,NA,NA,NA
28,Woman,Not Selected,Not Selected,6
27,Man,Not Selected,Not Selected,NA
82,NA,NA,NA,NA
59,Man,Not Selected,Not Selected,3
54,Woman,NA,Not Selected,NA
30,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
74,Woman,NA,Not Selected,NA
23,Woman,Not Selected,Not Selected,3
25,Woman,Not Selected,Not Selected,5
60,Woman,Not Selected,Not Selected,3
55,Woman,NA,Not Selected,NA
47,Woman,NA,Not Selected,NA
28,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
26,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
25,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9
17,Woman,Not Selected,Not Selected,9
62,Woman,NA,Not Selected,NA
30,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
22,NA,NA,NA,NA
29,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
71,Woman,NA,Not Selected,NA
44,Woman,NA,Not Selected,NA
86,NA,NA,NA,NA
72,NA,NA,NA,NA
62,Man,NA,Not Selected,NA
39,Woman,NA,Not Selected,NA
59,NA,NA,NA,NA
64,Woman,Not Selected,Not Selected,3
37,Woman,NA,NA,NA
59,Man,NA,Not Selected,NA
63,Man,NA,Not Selected,NA
74,Woman,NA,Not Selected,NA
30,Non-binary,Not Selected,Not Selected,6
54,Woman,NA,Not Selected,NA
34,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
67,Woman,NA,Not Selected,NA
57,Man,NA,Not Selected,NA
45,Woman,NA,Not Selected,NA
79,Man,NA,Not Selected,NA
77,NA,NA,NA,NA
74,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
38,Woman,NA,Not Selected,NA
56,NA,NA,NA,NA
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
28,Man,Not Selected,Not Selected,NA
28,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,9
30,Man,Not Selected,Not Selected,NA
29,Man,NA,Not Selected,NA
22,NA,NA,NA,NA
44,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
69,Woman,Not Selected,Not Selected,5
35,Man,Not Selected,Not Selected,NA
81,Woman,NA,Not Selected,NA
58,NA,NA,NA,NA
70,Woman,NA,Not Selected,NA
58,Man,NA,Not Selected,NA
60,Woman,NA,Not Selected,NA
31,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
24,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
23,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
24,NA,NA,NA,NA
85,NA,NA,NA,NA
35,Woman,NA,Not Selected,NA
26,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
70,Woman,NA,Not Selected,NA
70,NA,NA,NA,NA
42,Man,Not Selected,Not Selected,NA
48,Man,Not Selected,Not Selected,4
NA,NA,NA,NA,3
47,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
37,Woman,NA,Not Selected,NA
67,NA,NA,NA,NA
69,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
24,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
57,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
35,Woman,NA,Not Selected,NA
41,Woman,Not Selected,Not Selected,NA
56,Woman,NA,Not Selected,NA
40,NA,NA,NA,NA
NA,NA,NA,NA,3
36,Woman,Not Selected,Not Selected,8
NA,NA,NA,NA,5
65,Woman,Not Selected,Not Selected,7
NA,NA,NA,NA,3
NA,NA,NA,NA,3
41,Woman,NA,Not Selected,NA
66,Woman,NA,Not Selected,NA
66,Woman,Not Selected,Not Selected,6
26,NA,NA,NA,NA
72,Woman,Not Selected,Not Selected,6
29,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",4
NA,NA,NA,NA,9
72,Woman,Not Selected,Not Selected,9
NA,NA,NA,NA,9
45,Woman,NA,Not Selected,NA
18,Man,NA,Not Selected,NA
58,Woman,NA,Not Selected,NA
35,Man,Not Selected,Not Selected,5
50,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
53,NA,NA,NA,NA
35,Woman,NA,Not Selected,NA
NA,NA,NA,NA,6
55,Man,Not Selected,Not Selected,8
NA,NA,NA,NA,NA
30,NA,NA,NA,NA
33,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
25,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
64,NA,NA,NA,NA
38,Man,Not Selected,Not Selected,5
NA,NA,NA,NA,NA
69,Man,Not Selected,Not Selected,5
28,NA,NA,NA,NA
46,Woman,NA,Not Selected,NA
52,Woman,NA,Not Selected,NA
28,Woman,Not Selected,Not Selected,6
62,Woman,NA,Not Selected,NA
57,Woman,NA,Not Selected,NA
35,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
32,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
34,Woman,NA,Not Selected,NA
67,Woman,NA,Not Selected,NA
33,NA,NA,NA,NA
76,Woman,NA,Not Selected,NA
35,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26,Man,Not Selected,Not Selected,5
32,Man,Not Selected,Not Selected,6
59,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
NA,NA,NA,NA,4
21,Woman,NA,Not Selected,NA
79,Woman,NA,Not Selected,NA
44,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
63,Woman,Not Selected,Not Selected,8
NA,NA,NA,NA,8
NA,NA,NA,NA,5
27,NA,NA,NA,NA
60,Presented but no response,NA,Not Selected,NA
68,NA,NA,NA,NA
35,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
31,NA,NA,NA,NA
74,NA,NA,NA,NA
23,NA,NA,NA,NA
24,Man,Not Selected,Not Selected,6
27,NA,NA,NA,NA
45,Man,Not Selected,Not Selected,5
70,Woman,NA,Not Selected,NA
24,Woman,NA,Not Selected,NA
27,Man,NA,Not Selected,NA
25,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
55,NA,NA,NA,NA
43,NA,NA,NA,NA
27,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
26,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
21,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
91,NA,NA,NA,NA
57,Woman,NA,Not Selected,NA
45,NA,NA,NA,NA
17,Non-binary,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
69,Man,NA,Not Selected,NA
28,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
62,Woman,Not Selected,Not Selected,NA
78,Woman,Not Selected,Not Selected,7
20,Man,NA,Not Selected,NA
52,NA,NA,NA,NA
72,NA,NA,NA,NA
63,Woman,NA,Not Selected,NA
27,Presented but no response,NA,NA,NA
31,Woman,NA,Not Selected,NA
32,NA,NA,NA,NA
42,Woman,Not Selected,Not Selected,NA
39,NA,NA,NA,NA
25,Woman,NA,Not Selected,NA
26,Man,Not Selected,Not Selected,4
31,NA,NA,NA,NA
58,Man,Not Selected,Not Selected,NA
16,NA,NA,NA,NA
NA,NA,NA,NA,NA
30,Man,Not Selected,Not Selected,6
58,Woman,NA,Not Selected,NA
51,NA,NA,NA,NA
58,Woman,NA,Not Selected,NA
33,Woman,Not Selected,Not Selected,9
77,Man,Not Selected,Not Selected,5
NA,NA,NA,NA,5
NA,NA,NA,NA,NA
77,NA,NA,NA,NA
61,Woman,Not Selected,Not Selected,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,9
34,Man,Not Selected,Not Selected,9
NA,NA,NA,NA,9
35,Woman,NA,Not Selected,NA
22,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
62,Woman,Not Selected,Not Selected,9
NA,NA,NA,NA,9
51,NA,NA,NA,NA
55,Man,NA,Not Selected,NA
58,Woman,NA,Not Selected,NA
35,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
32,Man,Not Selected,Not Selected,NA
61,NA,NA,NA,NA
32,NA,NA,NA,NA
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
63,Woman,NA,Not Selected,NA
50,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
33,Man,Not Selected,Not Selected,NA
NA,NA,NA,NA,8
NA,NA,NA,NA,6
40,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
25,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
43,Woman,NA,Not Selected,NA
58,Woman,Not Selected,Not Selected,9
NA,NA,NA,NA,NA
NA,Woman,Not Selected,Not Selected,5
25,Man,Not Selected,Not Selected,3
23,Woman,Not Selected,Not Selected,6
27,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
30,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
25,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
48,NA,NA,NA,NA
39,Woman,Not Selected,Not Selected,5
57,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
66,Woman,NA,Not Selected,NA
47,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
26,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
61,NA,NA,NA,NA
21,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
63,Woman,NA,Not Selected,NA
19,Woman,NA,Not Selected,NA
33,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
26,NA,NA,NA,NA
45,Man,NA,Not Selected,NA
27,NA,NA,NA,NA
40,Man,NA,Not Selected,NA
NA,Woman,Not Selected,Not Selected,6
68,NA,NA,NA,NA
65,Woman,NA,Not Selected,NA
38,NA,NA,NA,NA
26,NA,NA,NA,NA
68,Woman,NA,Not Selected,NA
33,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
50,Woman,NA,Not Selected,NA
30,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
28,Man,Not Selected,Not Selected,4
39,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
65,NA,NA,NA,NA
50,Woman,NA,Not Selected,NA
NA,NA,NA,NA,3
NA,NA,NA,NA,3
79,Man,NA,Not Selected,NA
77,Man,Not Selected,Not Selected,3
23,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
40,NA,NA,NA,NA
55,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
25,Woman,NA,Not Selected,NA
84,Woman,NA,Not Selected,NA
36,Woman,NA,Not Selected,NA
74,Woman,NA,Not Selected,NA
69,Woman,Not Selected,Not Selected,4
NA,NA,NA,NA,4
45,Woman,Not Selected,Not Selected,3
65,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
NA,NA,NA,NA,6
